"gene"	"DMSO1"	"DMSO2"	"DMSO3"	"MTX1"	"MTX2"	"MTX3"
"YMR325W"	0	0	0	0	0	0
"YMR326C"	0	0	0	0	0	0
"YNL001W"	272	217	149	258	217	238
"YNL002C"	630	553	273	421	452	384
"YNL003C"	272	314	183	389	455	426
"YNL004W"	509	626	310	789	926	1038
"YNL005C"	602	613	352	1045	1250	1382
"YNL006W"	197	181	152	348	314	506
"YNL007C"	1090	1030	614	1350	1268	1582
"YNL008C"	93	60	49	81	101	153
"YNL009W"	13	2	1	8	8	19
"YNL010W"	3433	3333	2174	2945	3108	2161
"YNL011C"	122	139	101	161	180	149
"YNL012W"	18	6	10	141	228	125
"YNL013C"	0	1	1	0	0	0
"YNL014W"	2	0	4	17	18	14
"YNL015W"	51	59	32	110	108	84
"YNL016W"	2324	2362	1382	3568	3585	1749
"YNL017C"	0	0	0	0	0	0
"YNL018C"	0	0	0	3	5	4
"YNL019C"	0	0	0	0	0	0
"YNL020C"	208	219	90	297	266	527
"YNL021W"	127	85	49	63	64	46
"YNL022C"	285	200	138	177	256	289
"YNL023C"	98	90	92	304	270	332
"YNL024C"	11	13	9	16	7	13
"YNL024C-A"	343	298	299	551	730	558
"YNL025C"	11	17	11	37	32	40
"YNL026W"	340	304	213	340	280	301
"YNL027W"	80	59	32	23	32	25
"YNL028W"	0	0	0	0	0	0
"YNL029C"	42	36	38	51	27	44
"YNL030W"	21324	18200	11363	7115	10213	7933
"YNL031C"	15179	16236	12731	11429	14623	12318
"YNL032W"	194	188	92	393	457	334
"YNL033W"	0	0	0	0	0	0
"YNL034W"	0	1	2	9	2	3
"YNL035C"	36	45	18	24	19	40
"YNL036W"	238	222	355	2616	1910	1201
"YNL037C"	1655	1454	735	3675	4593	3886
"YNL038W"	79	72	54	104	116	90
"YNL039W"	166	134	80	168	185	180
"YNL040W"	412	362	202	831	1111	873
"YNL041C"	218	235	158	175	269	286
"YNL042W"	44	47	22	50	56	24
"YNL042W-B"	3	5	1	0	0	0
"YNL043C"	6	4	0	1	1	5
"YNL044W"	2088	2093	1333	2435	2915	1981
"YNL045W"	272	264	120	202	268	541
"YNL046W"	172	158	142	282	229	260
"YNL047C"	79	47	26	76	89	102
"YNL048W"	45	29	19	62	74	81
"YNL049C"	236	193	118	145	158	135
"YNL050C"	151	134	54	163	179	123
"YNL051W"	91	52	15	70	82	61
"YNL052W"	5777	5592	3055	12502	15973	13971
"YNL053W"	221	245	149	253	299	291
"YNL054W"	12	5	7	5	17	5
"YNL055C"	58844	49170	31151	88816	94807	104831
"YNL056W"	147	163	72	194	171	234
"YNL057W"	0	3	2	13	14	13
"YNL058C"	73	75	54	73	132	73
"YNL059C"	137	119	71	124	129	108
"YNL061W"	215	207	107	213	222	68
"YNL062C"	139	169	76	70	54	58
"YNL063W"	125	88	59	111	135	203
"YNL064C"	2087	1668	1076	1270	1237	1072
"YNL065W"	46	69	32	463	344	308
"YNL066W"	1511	1522	962	673	581	388
"YNL067W"	7172	8138	4662	5433	6102	5832
"YNL067W-A"	0	0	0	0	0	0
"YNL067W-B"	0	0	0	0	0	0
"YNL068C"	243	193	134	333	354	248
"YNL069C"	20540	19626	18400	6804	7235	6778
"YNL070W"	1679	1461	956	1008	1013	1708
"YNL071W"	2289	2086	1244	1012	1261	1213
"YNL072W"	141	104	104	147	120	179
"YNL073W"	238	208	156	308	379	344
"YNL074C"	387	386	230	855	768	658
"YNL075W"	378	461	207	239	261	239
"YNL076W"	138	133	54	149	138	137
"YNL077W"	236	141	52	208	293	216
"YNL078W"	236	213	161	113	106	89
"YNL079C"	5218	4895	3581	3714	4323	3260
"YNL080C"	132	108	70	117	81	83
"YNL081C"	570	627	389	828	982	890
"YNL082W"	144	73	56	122	117	169
"YNL083W"	188	128	65	336	375	306
"YNL084C"	608	619	455	504	585	1448
"YNL085W"	468	359	227	205	209	280
"YNL086W"	60	73	54	139	163	190
"YNL087W"	93	99	53	183	209	239
"YNL088W"	302	279	159	540	662	750
"YNL089C"	0	2	0	1	0	1
"YNL090W"	183	171	115	183	181	173
"YNL091W"	496	514	340	654	635	627
"YNL092W"	93	75	50	121	147	158
"YNL093W"	18	21	9	1	12	12
"YNL094W"	93	99	54	113	150	168
"YNL095C"	9	7	8	31	18	26
"YNL096C"	1651	1490	848	547	700	545
"YNL097C"	138	149	91	186	253	171
"YNL097C-B"	123	83	37	10	32	43
"YNL097W-A"	24	8	5	0	0	0
"YNL098C"	426	381	258	275	313	429
"YNL099C"	242	229	154	228	207	232
"YNL100W"	661	588	321	561	822	826
"YNL101W"	399	346	205	843	895	1394
"YNL102W"	323	287	144	415	438	444
"YNL103W"	137	127	69	178	146	59
"YNL103W-A"	0	3	0	0	0	0
"YNL104C"	1250	897	511	4697	5521	5295
"YNL105W"	0	0	0	0	0	0
"YNL106C"	149	103	66	191	187	179
"YNL107W"	95	132	76	117	119	93
"YNL108C"	275	314	214	140	119	120
"YNL109W"	30	15	10	16	27	18
"YNL110C"	276	293	129	259	340	234
"YNL111C"	283	324	178	208	180	157
"YNL112W"	2637	2348	1153	2884	1974	1573
"YNL113W"	1286	1256	805	1038	957	870
"YNL114C"	1	3	2	61	40	32
"YNL115C"	30	36	16	80	113	70
"YNL116W"	298	309	145	1019	1308	436
"YNL117W"	12	26	7	717	906	1147
"YNL118C"	239	170	117	145	161	198
"YNL119W"	211	176	117	194	208	214
"YNL120C"	0	0	0	0	0	1
"YNL121C"	187	145	61	68	156	84
"YNL122C"	433	372	251	357	356	385
"YNL123W"	376	360	161	259	244	314
"YNL124W"	63	74	38	127	80	130
"YNL125C"	124	139	86	356	382	392
"YNL126W"	283	175	129	314	318	188
"YNL127W"	188	149	136	234	310	247
"YNL128W"	18	17	13	14	26	16
"YNL129W"	102	81	42	66	99	96
"YNL130C"	325	277	180	393	410	301
"YNL130C-A"	5	3	2	1	6	10
"YNL131W"	2450	2335	1800	2122	2194	1290
"YNL132W"	168	126	51	113	109	42
"YNL133C"	68	60	29	67	77	92
"YNL134C"	1168	848	436	1692	2044	1849
"YNL135C"	16133	15954	7238	11139	10942	16904
"YNL136W"	96	84	37	120	109	116
"YNL137C"	708	640	324	913	972	542
"YNL138W"	1534	1334	965	793	820	1465
"YNL138W-A"	178	150	111	204	226	147
"YNL139C"	32	27	21	40	39	23
"YNL140C"	56	30	19	45	81	87
"YNL141W"	719	787	508	749	603	315
"YNL142W"	395	343	220	3515	3975	1580
"YNL143C"	12	6	3	1	3	5
"YNL144C"	197	154	44	147	177	195
"YNL144W-A"	0	0	0	0	0	0
"YNL145W"	35	14	15	45	43	34
"YNL146C-A"	0	2	2	0	1	2
"YNL146W"	8	7	9	3	8	13
"YNL147W"	984	782	515	623	692	1004
"YNL148C"	15	19	13	23	12	27
"YNL149C"	1325	1450	966	2216	2497	1602
"YNL150W"	1	0	0	0	0	0
"YNL151C"	429	349	176	309	270	273
"YNL152W"	177	174	143	164	187	187
"YNL153C"	46	47	26	30	38	75
"YNL154C"	1044	788	537	651	788	706
"YNL155W"	233	155	150	261	226	210
"YNL156C"	846	764	478	777	1011	1129
"YNL157W"	534	492	404	1122	1431	1148
"YNL158W"	16	16	7	1	0	1
"YNL159C"	144	181	97	139	219	193
"YNL160W"	746	504	263	797	1091	906
"YNL161W"	95	67	52	217	292	204
"YNL162W"	12053	13506	11359	10698	11295	6993
"YNL162W-A"	24	5	16	86	46	28
"YNL163C"	195	144	77	166	138	235
"YNL164C"	73	63	45	64	73	102
"YNL165W"	56	76	46	138	137	108
"YNL166C"	225	221	97	184	155	264
"YNL167C"	84	58	58	66	86	64
"YNL168C"	900	759	591	913	1057	649
"YNL169C"	377	402	194	489	639	1526
"YNL170W"	0	2	0	2	4	1
"YNL171C"	7	11	5	7	21	5
"YNL172W"	39	26	14	23	22	20
"YNL173C"	784	804	358	522	550	728
"YNL174W"	0	2	0	0	2	0
"YNL175C"	799	686	461	865	926	681
"YNL176C"	265	145	79	115	97	169
"YNL177C"	492	436	331	400	498	513
"YNL178W"	15649	14425	9934	4728	4385	4503
"YNL179C"	20	16	18	16	29	11
"YNL180C"	50	50	33	138	126	106
"YNL181W"	109	133	67	151	168	117
"YNL182C"	94	65	57	40	54	50
"YNL183C"	421	348	158	566	561	535
"YNL184C"	0	0	0	0	0	0
"YNL185C"	178	164	153	492	550	331
"YNL186W"	337	376	193	1237	1154	702
"YNL187W"	14	4	6	12	7	12
"YNL188W"	99	89	51	70	66	46
"YNL189W"	982	723	420	697	718	548
"YNL190W"	2592	2501	1900	5777	6252	4708
"YNL191W"	51	31	48	67	96	117
"YNL192W"	448	464	293	406	543	501
"YNL193W"	119	106	44	124	111	163
"YNL194C"	25	11	5	6	2	14
"YNL195C"	44	55	38	177	247	207
"YNL196C"	4	3	4	2	14	9
"YNL197C"	574	493	270	453	522	421
"YNL198C"	0	2	1	0	0	0
"YNL199C"	652	654	402	1039	1181	970
"YNL200C"	393	419	338	995	1051	780
"YNL201C"	76	100	33	105	92	128
"YNL202W"	78	53	28	254	275	253
"YNL203C"	4	2	0	3	10	2
"YNL204C"	1	2	0	3	2	3
"YNL205C"	0	0	0	1	7	6
"YNL206C"	411	259	154	369	300	448
"YNL207W"	312	267	173	315	327	321
"YNL208W"	18365	18071	10972	21643	24405	32015
"YNL209W"	25787	25493	14694	13644	13788	16660
"YNL210W"	0	0	0	0	0	0
"YNL211C"	37	41	38	73	86	73
"YNL212W"	606	482	228	344	382	566
"YNL213C"	147	82	56	117	153	221
"YNL214W"	96	81	41	105	104	75
"YNL215W"	256	237	190	414	557	442
"YNL216W"	546	466	238	289	357	206
"YNL217W"	117	104	59	151	132	149
"YNL218W"	39	51	36	27	64	36
"YNL219C"	74	95	46	73	116	72
"YNL220W"	5716	5636	3021	5569	4773	4766
"YNL221C"	181	170	124	383	433	329
"YNL222W"	145	156	106	40	45	109
"YNL223W"	71	32	32	78	77	91
"YNL224C"	128	130	64	190	217	214
"YNL225C"	136	119	80	125	128	160
"YNL226W"	0	0	0	0	0	0
"YNL227C"	79	54	52	117	83	122
"YNL228W"	19	25	25	24	25	8
"YNL229C"	337	287	111	236	227	258
"YNL230C"	49	25	17	53	18	39
"YNL231C"	382	321	144	446	392	308
"YNL232W"	679	565	450	725	685	644
"YNL233W"	175	210	91	197	180	181
"YNL234W"	37	19	12	27	82	59
"YNL235C"	0	0	0	0	0	0
"YNL236W"	298	248	126	195	318	150
"YNL237W"	14	8	2	18	26	14
"YNL238W"	181	178	108	507	309	633
"YNL239W"	909	858	395	1066	1247	3209
"YNL240C"	191	177	102	268	325	511
"YNL241C"	4447	4356	3627	12110	9421	5778
"YNL242W"	442	367	184	704	733	767
"YNL243W"	640	695	349	688	851	508
"YNL244C"	3635	3507	3103	2598	3008	2756
"YNL245C"	187	194	115	412	375	462
"YNL246W"	935	929	608	1070	1294	857
"YNL247W"	646	524	257	502	485	533
"YNL248C"	222	185	89	105	70	63
"YNL249C"	104	90	44	94	108	103
"YNL250W"	28	30	13	32	32	69
"YNL251C"	586	494	315	384	422	378
"YNL252C"	442	438	204	332	253	262
"YNL253W"	118	125	72	74	122	109
"YNL254C"	9	8	15	15	16	7
"YNL255C"	2666	2457	1605	2621	3057	1875
"YNL256W"	316	331	205	335	397	347
"YNL257C"	249	195	153	316	297	461
"YNL258C"	358	355	175	443	407	344
"YNL259C"	612	547	503	804	1009	958
"YNL260C"	142	110	62	255	268	208
"YNL261W"	71	82	50	62	78	78
"YNL262W"	125	113	51	100	126	122
"YNL263C"	1171	1190	907	1469	1920	1403
"YNL264C"	135	108	115	264	254	171
"YNL265C"	527	732	382	851	912	512
"YNL266W"	17	16	18	47	76	40
"YNL267W"	94	67	45	65	65	54
"YNL268W"	408	287	177	625	579	549
"YNL269W"	0	0	0	0	0	0
"YNL270C"	8	14	8	22	30	70
"YNL271C"	223	184	83	187	200	143
"YNL272C"	251	194	109	212	199	251
"YNL273W"	117	125	42	167	144	157
"YNL274C"	1380	1290	737	2823	3383	3057
"YNL275W"	48	47	26	90	60	46
"YNL276C"	5	0	1	11	14	14
"YNL277W"	712	617	429	905	808	914
"YNL277W-A"	15	19	13	43	46	26
"YNL278W"	55	56	36	45	57	56
"YNL279W"	1	2	1	4	0	0
"YNL280C"	79	73	53	149	165	132
"YNL281W"	1249	1087	1035	1177	1544	1610
"YNL282W"	0	0	3	0	0	2
"YNL283C"	151	111	72	272	335	401
"YNL284C"	296	261	143	294	320	338
"YNL285W"	0	0	0	1	1	4
"YNL286W"	78	72	40	92	93	108
"YNL287W"	572	456	248	259	350	367
"YNL288W"	549	484	295	697	787	545
"YNL289W"	385	421	207	145	210	149
"YNL290W"	182	133	133	107	92	145
"YNL291C"	11	21	25	46	31	33
"YNL292W"	71	59	51	25	47	39
"YNL293W"	79	62	37	70	127	115
"YNL294C"	104	61	22	103	109	82
"YNL295W"	49	66	45	163	223	132
"YNL296W"	0	0	0	0	0	0
"YNL297C"	182	155	97	174	224	216
"YNL298W"	195	216	123	171	179	180
"YNL299W"	78	55	37	82	108	86
"YNL300W"	4218	3744	2646	1541	1522	1703
"YNL301C"	2296	1925	968	619	659	820
"YNL302C"	13833	16378	12617	4544	4845	3572
"YNL303W"	0	0	1	0	3	1
"YNL304W"	7	9	0	2	10	7
"YNL305C"	299	219	138	455	596	740
"YNL306W"	604	574	603	781	737	682
"YNL307C"	819	733	581	628	607	536
"YNL308C"	436	378	211	350	293	258
"YNL309W"	116	108	86	157	166	129
"YNL310C"	142	140	98	177	217	215
"YNL311C"	146	161	54	219	266	229
"YNL312W"	1013	1062	707	1595	2061	1039
"YNL313C"	336	263	109	174	228	264
"YNL314W"	67	40	33	69	54	114
"YNL315C"	215	232	108	132	162	81
"YNL316C"	101	120	63	113	111	82
"YNL317W"	158	141	68	120	136	163
"YNL318C"	1	0	0	0	1	0
"YNL319W"	7	8	6	36	49	8
"YNL320W"	45	39	28	40	46	47
"YNL321W"	119	84	46	252	180	164
"YNL322C"	698	536	301	518	587	1058
"YNL323W"	64	74	48	81	93	84
"YNL324W"	1	0	0	0	4	1
"YNL325C"	141	114	74	171	203	185
"YNL326C"	25	35	11	46	35	76
"YNL327W"	738	557	313	263	354	261
"YNL328C"	12	6	5	4	3	2
"YNL329C"	200	175	102	370	370	269
"YNL330C"	222	192	135	117	153	155
"YNL331C"	20	32	11	39	16	136
"YNL332W"	0	0	0	0	0	0
"YNL333W"	0	0	1	0	0	1
"YNL334C"	0	0	0	0	0	0
"YNL335W"	0	0	0	0	0	0
"YNL336W"	1	1	0	0	0	1
"YNL337W"	0	0	0	0	0	0
"YNL338W"	0	0	0	0	0	0
"YNL339C"	0	0	0	0	0	0
"YNL339W-A"	0	0	0	0	0	0
"YNL339W-B"	0	0	0	0	0	0
"YNR001C"	2271	2006	764	7534	10145	9055
"YNR001W-A"	0	0	0	0	0	0
"YNR002C"	148	106	73	525	693	644
"YNR003C"	158	193	107	154	151	258
"YNR003W-A"	0	1	0	0	0	0
"YNR004W"	41	48	27	83	114	146
"YNR005C"	0	0	0	0	0	0
"YNR006W"	348	274	181	394	419	513
"YNR007C"	75	53	28	121	155	132
"YNR008W"	28	27	10	12	10	16
"YNR009W"	338	350	260	904	723	458
"YNR010W"	78	65	63	79	94	70
"YNR011C"	51	26	8	38	60	34
"YNR012W"	177	172	52	144	115	154
"YNR013C"	224	233	132	359	393	566
"YNR014W"	669	489	270	917	816	794
"YNR015W"	113	149	84	129	139	152
"YNR016C"	1264	917	423	938	714	851
"YNR017W"	1584	1598	1135	1631	1797	1511
"YNR018W"	1131	1208	757	4282	4117	3950
"YNR019W"	140	56	23	118	87	75
"YNR020C"	158	148	80	199	174	191
"YNR021W"	236	164	75	131	163	108
"YNR022C"	550	548	424	515	590	782
"YNR023W"	268	277	113	219	174	198
"YNR024W"	91	63	33	74	68	73
"YNR025C"	16	9	11	74	52	26
"YNR026C"	15	31	13	7	12	17
"YNR027W"	192	198	74	321	296	298
"YNR028W"	197	129	90	180	232	240
"YNR029C"	203	150	74	189	145	219
"YNR030W"	79	40	27	131	162	114
"YNR031C"	211	111	82	125	157	172
"YNR032C-A"	63	64	56	217	335	148
"YNR032W"	151	98	77	111	137	83
"YNR033W"	228	159	80	98	120	185
"YNR034W"	102	101	49	104	161	115
"YNR034W-A"	2454	1157	212	2147	4262	5981
"YNR035C"	792	666	348	566	591	555
"YNR036C"	426	431	254	500	635	250
"YNR037C"	772	753	548	877	846	831
"YNR038W"	75	57	45	86	50	63
"YNR039C"	97	55	44	114	60	112
"YNR040W"	59	69	33	73	41	94
"YNR041C"	377	311	218	554	685	495
"YNR042W"	3	0	2	0	0	2
"YNR043W"	639	651	401	604	626	570
"YNR044W"	21	52	15	20	66	55
"YNR045W"	72	46	31	111	132	103
"YNR046W"	357	328	204	339	288	470
"YNR047W"	89	41	24	58	87	88
"YNR048W"	124	97	78	243	282	263
"YNR049C"	169	94	80	184	133	223
"YNR050C"	8701	7791	4602	2274	2317	1496
"YNR051C"	371	221	147	293	296	220
"YNR052C"	415	478	260	407	311	490
"YNR053C"	188	162	79	68	62	60
"YNR054C"	305	233	143	228	174	146
"YNR055C"	148	118	75	170	138	169
"YNR056C"	8	1	0	9	10	13
"YNR057C"	33	55	20	66	52	72
"YNR058W"	13	26	6	103	89	97
"YNR059W"	54	50	32	140	158	92
"YNR060W"	11	80	16	25	25	33
"YNR061C"	144	140	88	120	66	108
"YNR062C"	3	5	0	1	3	1
"YNR063W"	1	0	0	7	7	5
"YNR064C"	40	42	38	12	12	17
"YNR065C"	34	41	21	163	212	112
"YNR066C"	2	4	5	9	8	11
"YNR067C"	233	201	194	149	205	180
"YNR068C"	23	27	35	450	583	427
"YNR069C"	13	7	5	12	13	23
"YNR070W"	40	26	15	47	68	63
"YNR071C"	17	14	4	26	17	18
"YNR072W"	0	0	0	0	0	0
"YNR073C"	0	0	0	1	0	0
"YNR074C"	33	28	13	5	8	10
"YNR075C-A"	0	0	0	0	0	0
"YNR075W"	46	25	9	13	5	12
"YNR076W"	0	0	0	0	0	0
"YNR077C"	0	0	0	0	1	0
"YOL001W"	82	63	25	106	111	104
"YOL002C"	284	234	126	217	209	273
"YOL003C"	68	62	28	80	65	113
"YOL004W"	347	331	148	530	668	523
"YOL005C"	699	684	488	1036	1052	1107
"YOL006C"	374	290	145	319	314	302
"YOL007C"	107	179	109	82	83	86
"YOL008W"	146	149	94	104	155	184
"YOL009C"	62	51	26	67	71	119
"YOL010W"	156	146	81	106	91	82
"YOL011W"	428	348	189	1227	1568	1825
"YOL012C"	3602	3186	3373	3814	3761	4582
"YOL013C"	32	42	25	59	78	63
"YOL013W-A"	303	285	150	87	90	159
"YOL013W-B"	2	0	0	2	10	11
"YOL014W"	34	10	8	0	4	6
"YOL015W"	18	7	11	37	48	35
"YOL016C"	652	492	240	652	971	866
"YOL017W"	129	115	45	323	338	319
"YOL018C"	179	98	71	174	230	304
"YOL019W"	171	110	105	190	195	61
"YOL019W-A"	0	0	0	0	0	0
"YOL020W"	208	148	108	250	205	205
"YOL021C"	174	157	61	160	127	254
"YOL022C"	272	303	162	292	365	521
"YOL023W"	47	30	19	75	40	50
"YOL024W"	5	9	0	15	12	6
"YOL025W"	93	82	55	222	254	192
"YOL026C"	280	247	199	494	491	613
"YOL027C"	292	193	124	622	575	404
"YOL028C"	20	7	6	1	2	0
"YOL029C"	69	73	43	129	128	78
"YOL030W"	687	460	334	1967	2481	1185
"YOL031C"	117	79	70	70	89	55
"YOL032W"	276	185	115	183	230	324
"YOL033W"	60	48	28	68	98	101
"YOL034W"	210	163	55	338	301	363
"YOL035C"	11	6	7	2	11	4
"YOL036W"	507	416	244	659	760	974
"YOL037C"	1	0	2	0	0	0
"YOL038C-A"	11	2	4	7	2	1
"YOL038W"	721	603	438	516	552	630
"YOL039W"	21436	21652	19430	7167	6797	4097
"YOL040C"	31365	32750	28178	11988	12719	8833
"YOL041C"	479	435	254	528	542	345
"YOL042W"	108	109	72	267	209	163
"YOL043C"	42	27	21	81	71	68
"YOL044W"	166	127	79	272	319	406
"YOL045W"	133	142	80	117	125	102
"YOL046C"	0	0	0	0	0	0
"YOL047C"	19	11	14	14	27	3
"YOL048C"	210	190	161	193	180	308
"YOL049W"	703	701	387	480	504	512
"YOL050C"	0	0	2	0	0	0
"YOL051W"	52	55	25	17	39	5
"YOL052C"	504	434	222	511	447	442
"YOL052C-A"	1530	1303	932	45049	54781	40480
"YOL053W"	70	55	43	161	201	147
"YOL054W"	113	101	79	191	200	162
"YOL055C"	50	38	14	57	36	104
"YOL056W"	218	258	101	174	187	147
"YOL057W"	408	475	283	313	443	274
"YOL058W"	7484	6445	711	13838	11394	15105
"YOL059W"	1043	1354	830	2766	2783	2325
"YOL060C"	79	33	24	52	44	28
"YOL061W"	445	385	265	380	496	358
"YOL062C"	545	535	342	821	996	792
"YOL063C"	115	108	105	156	201	227
"YOL064C"	1669	1663	1417	1432	1288	1409
"YOL065C"	284	236	180	379	343	301
"YOL066C"	191	148	85	124	127	158
"YOL067C"	6	9	0	7	7	5
"YOL068C"	350	289	194	361	378	317
"YOL069W"	29	19	25	27	37	14
"YOL070C"	319	225	132	138	191	106
"YOL071W"	178	171	74	282	285	287
"YOL072W"	146	153	114	209	159	235
"YOL073C"	79	57	42	57	123	119
"YOL075C"	48	19	15	68	97	72
"YOL076W"	38	41	23	13	17	36
"YOL077C"	892	884	317	577	358	646
"YOL077W-A"	4176	3536	2570	7689	9134	9351
"YOL078W"	83	66	44	131	122	139
"YOL079W"	0	0	0	0	0	0
"YOL080C"	65	65	41	71	63	43
"YOL081W"	295	241	141	292	350	466
"YOL082W"	213	198	123	419	316	205
"YOL083C-A"	0	0	1	1	0	0
"YOL083W"	212	200	138	990	1165	644
"YOL084W"	28	23	7	9	20	5
"YOL085C"	0	1	0	0	1	1
"YOL085W-A"	52	41	25	0	1	4
"YOL086C"	68883	67576	35466	62083	70341	70773
"YOL086W-A"	567	434	417	437	710	519
"YOL087C"	214	161	80	302	396	407
"YOL088C"	97	80	50	47	74	82
"YOL089C"	141	165	54	195	153	172
"YOL090W"	160	97	69	129	158	159
"YOL091W"	1	4	2	4	15	8
"YOL092W"	333	308	175	424	421	329
"YOL093W"	92	104	64	83	64	74
"YOL094C"	176	136	108	141	127	153
"YOL095C"	85	80	50	77	89	68
"YOL096C"	189	147	87	153	204	181
"YOL097C"	537	413	240	226	163	216
"YOL097W-A"	24	17	19	9	14	17
"YOL098C"	251	152	136	144	152	125
"YOL099C"	0	0	2	3	1	0
"YOL100W"	132	162	103	224	259	275
"YOL101C"	46	27	26	20	26	19
"YOL102C"	109	124	88	131	146	118
"YOL103W"	125	83	48	130	139	97
"YOL104C"	0	0	0	1	3	0
"YOL105C"	62	60	27	69	66	54
"YOL106W"	3	6	7	45	30	38
"YOL107W"	61	53	23	161	158	146
"YOL108C"	269	209	150	908	1114	712
"YOL109W"	4428	3988	1960	3365	4345	2439
"YOL110W"	1077	1124	866	3597	4193	3910
"YOL111C"	1613	1379	966	1612	1833	2504
"YOL112W"	201	183	121	312	304	286
"YOL113W"	161	143	96	340	501	328
"YOL114C"	18	21	9	19	24	24
"YOL115W"	274	212	96	97	109	114
"YOL116W"	175	124	82	143	151	127
"YOL117W"	58	53	32	87	85	83
"YOL118C"	2	3	2	3	10	1
"YOL119C"	132	107	42	1765	2348	1891
"YOL120C"	21151	21300	12573	5582	5981	7841
"YOL121C"	6212	6774	4278	2571	2717	1656
"YOL122C"	167	136	85	278	356	407
"YOL123W"	1407	1161	764	1693	1805	1320
"YOL124C"	264	179	132	248	167	170
"YOL125W"	72	86	69	230	271	206
"YOL126C"	746	753	422	3197	4076	3097
"YOL127W"	42764	44879	36684	20703	22979	7976
"YOL128C"	143	157	55	154	177	104
"YOL129W"	907	862	594	1108	1270	1182
"YOL130W"	373	372	154	697	784	601
"YOL131W"	0	0	0	0	0	0
"YOL132W"	29	27	20	317	202	107
"YOL133W"	395	389	321	798	891	341
"YOL134C"	0	0	0	0	0	0
"YOL135C"	199	164	103	200	213	241
"YOL136C"	540	591	396	1416	857	543
"YOL137W"	61	76	51	215	225	134
"YOL138C"	101	88	57	272	220	224
"YOL139C"	2775	3005	1570	1999	1892	528
"YOL140W"	229	256	57	89	75	61
"YOL141W"	0	6	0	0	0	0
"YOL142W"	197	181	131	224	225	203
"YOL143C"	5266	5415	3246	7063	8518	8027
"YOL144W"	115	169	88	103	106	87
"YOL145C"	340	227	122	220	240	223
"YOL146W"	146	113	82	82	69	125
"YOL147C"	961	964	620	2178	2482	1960
"YOL148C"	14	15	0	14	6	10
"YOL149W"	11	9	4	9	4	12
"YOL150C"	1	0	3	0	1	1
"YOL151W"	531	554	391	296	313	257
"YOL152W"	29	13	35	81	97	111
"YOL154W"	42	63	16	112	124	89
"YOL155C"	225	158	60	9	6	18
"YOL155W-A"	0	0	0	0	0	0
"YOL156W"	0	0	0	0	0	0
"YOL157C"	0	0	0	2	0	2
"YOL158C"	22	17	18	167	147	145
"YOL159C"	52	43	45	203	180	223
"YOL159C-A"	108	76	71	142	126	275
"YOL160W"	0	1	0	1	4	1
"YOL161C"	0	0	0	0	0	0
"YOL162W"	5	4	3	20	7	1
"YOL163W"	0	0	1	0	0	0
"YOL164W"	31	32	20	108	143	96
"YOL164W-A"	0	0	0	9	11	7
"YOL165C"	0	0	0	0	0	4
"YOL166C"	0	0	0	0	2	0
"YOL166W-A"	0	0	0	0	0	0
"YOR001W"	265	271	174	345	339	278
"YOR002W"	209	176	109	284	311	372
"YOR003W"	63	106	28	175	176	146
"YOR004W"	245	267	113	177	215	135
"YOR005C"	117	84	86	185	214	208
"YOR006C"	205	167	78	206	204	185
"YOR007C"	1756	1708	1273	1713	1907	1842
"YOR008C"	70	58	23	110	178	118
"YOR008C-A"	0	0	0	9	0	1
"YOR008W-B"	0	0	0	0	0	0
"YOR009W"	16	16	10	92	69	76
"YOR010C"	30	29	32	32	61	25
"YOR011W"	62	50	33	69	77	78
"YOR011W-A"	0	0	0	0	0	0
"YOR012W"	0	0	0	0	0	0
"YOR013W"	47	34	30	131	79	58
"YOR014W"	121	69	29	61	70	57
"YOR015W"	1138	963	404	1502	1817	1490
"YOR016C"	247	220	174	303	291	288
"YOR017W"	139	89	94	253	346	193
"YOR018W"	68	72	36	119	100	148
"YOR019W"	24	43	15	46	96	63
"YOR020C"	4934	4285	2501	4222	3425	6025
"YOR020W-A"	346	395	240	1441	1874	1576
"YOR021C"	613	584	336	906	699	721
"YOR022C"	34	32	22	135	73	114
"YOR023C"	310	313	182	484	471	558
"YOR024W"	0	0	2	0	0	0
"YOR025W"	214	169	139	245	177	167
"YOR026W"	38	41	39	36	25	29
"YOR027W"	3228	2802	2200	5905	7040	5526
"YOR028C"	4	6	1	2	1	0
"YOR029W"	0	0	0	0	0	0
"YOR030W"	38	23	12	12	12	5
"YOR032C"	31	23	17	17	21	23
"YOR032W-A"	46	74	29	34	37	39
"YOR033C"	94	76	36	108	138	87
"YOR034C"	69	65	42	218	192	128
"YOR034C-A"	3	13	1	8	12	18
"YOR035C"	38	43	17	31	25	27
"YOR036W"	472	436	283	978	1150	966
"YOR037W"	97	50	26	112	72	119
"YOR038C"	237	159	114	146	149	204
"YOR039W"	625	508	421	734	866	699
"YOR040W"	81	28	19	89	118	149
"YOR041C"	2	0	1	0	0	1
"YOR042W"	479	452	273	764	874	755
"YOR043W"	761	768	458	815	901	628
"YOR044W"	67	71	52	85	79	110
"YOR045W"	4938	4891	1661	3178	3862	4318
"YOR046C"	705	477	233	370	252	387
"YOR047C"	122	82	82	111	112	62
"YOR048C"	257	213	120	350	336	252
"YOR049C"	9	7	5	68	145	78
"YOR050C"	0	0	0	0	0	0
"YOR051C"	583	546	335	363	358	176
